"","logFC","logCPM","LR","PValue","FDR","gene_name","gene_type"
"ENSG00000254806",1.10865866089426,-1.07066226021715,94.9050416682355,1.99740477116854e-22,7.3940747886966e-22,"SYS1-DBNDD2","protein_coding"
"ENSG00000254911",1.17722866318035,-0.76790057867501,30.2976828127571,3.70568338044818e-08,6.70686750029797e-08,"SCARNA9","lncRNA"
"ENSG00000254959",-2.53096702454954,-4.41158153478976,114.517676591261,1.00367553028143e-26,4.4828695255643e-26,"INMT-MINDY4","protein_coding"
"ENSG00000254986",1.36424068633559,6.08691769439167,327.975664819223,2.65273772911949e-73,4.6530260257622e-72,"DPP3","protein_coding"
"ENSG00000254997",1.55866406423351,-1.79952920003849,84.6352873232488,3.58803973554649e-20,1.2074657529647e-19,"KRTAP5-9","protein_coding"
"ENSG00000255071",-3.6120431778494,1.97571679102424,386.917167686212,3.88168540906823e-86,8.4974493719277e-85,"SAA2-SAA4","protein_coding"
"ENSG00000255120",2.02513889816581,-2.61757660412322,93.9453734454262,3.24352975619391e-22,1.19075941830533e-21,"OVOL1-AS1","lncRNA"
"ENSG00000255181",1.94224855884135,-3.63937290674696,29.4908892779795,5.61801726594781e-08,1.0051314141654e-07,"CCDC166","protein_coding"
"ENSG00000255221",4.46394429054413,-2.35282914299402,138.147036792427,6.76756811066595e-32,3.70478293568733e-31,"CARD17","protein_coding"
"ENSG00000255248",-1.4438861853809,3.76844011333103,292.464949649128,1.44368949454735e-65,2.16775701240539e-64,"MIR100HG","lncRNA"
"ENSG00000255274",-1.48613766486687,-4.31748862370349,24.1381059698488,8.96682708366841e-07,1.48963429236822e-06,"SMIM35","protein_coding"
"ENSG00000255298",2.33228590715621,-3.38080504124394,11.8397093838229,0.0005798087421855,0.000805152322107944,"OR8G5","protein_coding"
"ENSG00000255346",1.45401354482557,1.20581314993145,54.459337208946,1.58697860688716e-13,3.85671788279767e-13,"NOX5","protein_coding"
"ENSG00000255374",1.49517993745374,-3.85297666837388,17.5510421575508,2.79697444973247e-05,4.24883073536074e-05,"TAS2R43","protein_coding"
"ENSG00000255398",-1.94369256095982,-0.915571813433111,290.804851011125,3.32037694227691e-65,4.94381314955047e-64,"HCAR3","protein_coding"
"ENSG00000255526",1.394209540463,-3.30630209006604,51.3891467629835,7.57561985872948e-13,1.77364620507164e-12,"NEDD8-MDP1","protein_coding"
"ENSG00000255559",1.82411473548057,-0.845122861883804,191.857114135029,1.25018201298463e-43,1.027160916734e-42,"ZNF252P-AS1","lncRNA"
"ENSG00000255561",1.00727706512335,1.75293548358864,148.10013931618,4.51067129392212e-34,2.69053955926455e-33,"FDXACB1","protein_coding"
"ENSG00000255582",2.84347241536769,-4.27891652103161,40.9401334192848,1.56964451722847e-10,3.24012237364179e-10,"OR10G2","protein_coding"
"ENSG00000255622",1.44785540444939,-0.969074090692945,33.6445331629966,6.61605564606835e-09,1.2477873271762e-08,"PCDHB17P","transcribed_unprocessed_pseudogene"
"ENSG00000255660",2.24372770917567,-2.90043214916208,28.9470655794232,7.43834095979713e-08,1.32051370183711e-07,"RERG-AS1","lncRNA"
"ENSG00000255727",1.55748998074774,-1.55144662374892,39.3507731895988,3.54112619962234e-10,7.17159864226288e-10,"LINC01489","lncRNA"
"ENSG00000255733",1.50603060194208,-1.67774969527026,33.7866818892051,6.14984363020705e-09,1.16176949159505e-08,"IFNG-AS1","lncRNA"
"ENSG00000255772",-1.28555558644125,-4.22134897718625,21.7799577223558,3.05777717625108e-06,4.92095246062519e-06,"LINC01479","lncRNA"
"ENSG00000255823",1.2776017691768,0.408940135370109,36.9856937458378,1.18999174786352e-09,2.33932564423281e-09,"MTRNR2L8","protein_coding"
"ENSG00000255833",1.82372558920844,-0.0344595274941393,81.8687891549855,1.45427797565995e-19,4.76174113064417e-19,"TIFAB","protein_coding"
"ENSG00000255850",-1.37908928610354,-3.77845439479641,77.1622314611557,1.57476349170501e-18,4.90902379825894e-18,"RXYLT1-AS1","lncRNA"
"ENSG00000255974",3.58655000241288,5.72761461262145,52.6914858029086,3.90279335891725e-13,9.28228075425935e-13,"CYP2A6","protein_coding"
"ENSG00000255986",-2.55445959534108,-3.85430092196534,100.284565376377,1.3200145103046e-23,5.14628883139942e-23,"MT1JP","transcribed_unprocessed_pseudogene"
"ENSG00000256061",1.50031224556666,0.703051246758191,196.543885765379,1.18594771193004e-44,1.00573522266067e-43,"DNAAF4","protein_coding"
"ENSG00000256124",-1.81984605848106,1.54659318040526,78.0354572144079,1.01207440837169e-18,3.1808751748775e-18,"LINC01152","lncRNA"
"ENSG00000256188",3.0344054666618,-2.35448542166617,40.7532800374058,1.7271329967953e-10,3.55806179789737e-10,"TAS2R30","protein_coding"
"ENSG00000256222",1.13053777205075,-2.73485025680551,26.6601975775661,2.42567171156135e-07,4.17551202312277e-07,"MTRNR2L3","protein_coding"
"ENSG00000256235",-1.33880480510973,4.77576183517726,375.305160977086,1.30953769455769e-83,2.76434336930171e-82,"SMIM3","protein_coding"
"ENSG00000256271",1.12331622742584,-1.77418824323362,31.5845066579075,1.90946971029755e-08,3.50930054643868e-08,"CACNA1C-AS2","lncRNA"
"ENSG00000256394",4.18855262876907,-3.39152367509513,56.358923905593,6.03786216153331e-14,1.49699379001789e-13,"ASIC5","protein_coding"
"ENSG00000256463",4.17733479354112,-2.13233109451693,95.4739815434691,1.49847817578891e-22,5.58422178424966e-22,"SALL3","protein_coding"
"ENSG00000256508",-3.60237657892641,-3.10154570521892,721.829419264469,5.3561946692002e-159,4.0336902325386e-157,"MRGPRF-AS1","lncRNA"
"ENSG00000256574",2.20422319974563,-2.46562695618894,56.3573516711117,6.04269202607786e-14,1.49800086386183e-13,"OR13A1","protein_coding"
"ENSG00000256612",3.87511479310511,7.18204929758248,106.793755700251,4.9399452737863e-25,2.0474635054229e-24,"CYP2B7P","transcribed_unprocessed_pseudogene"
"ENSG00000256713",-2.40821274673904,-3.90764634312561,50.3721976955426,1.27183332148651e-12,2.94586259774307e-12,"PGA5","protein_coding"
"ENSG00000256762",1.92579889974853,-3.00164001183768,34.7410566617139,3.76604799743556e-09,7.20941860731971e-09,"STH","protein_coding"
"ENSG00000256797",1.62253376073558,-3.99851368693971,18.7956392302719,1.45499420837927e-05,2.24807208764557e-05,"KLRF2","protein_coding"
"ENSG00000256812",2.31903135353709,-1.08707115012997,26.3519397259472,2.84533011687142e-07,4.87853058452681e-07,"CAPNS2","protein_coding"
"ENSG00000256870",4.37448283887217,3.25503113552818,64.0667738094112,1.20272913576888e-15,3.25100218863247e-15,"SLC5A8","protein_coding"
"ENSG00000256980",3.26108822221519,-3.40311588947978,41.3851935172648,1.25000608141297e-10,2.59431460076187e-10,"KHDC1L","protein_coding"
"ENSG00000257008",-1.39897825106328,-3.11249017947063,47.191456204047,6.43804634591858e-12,1.43513250259591e-11,"GPR142","protein_coding"
"ENSG00000257017",-1.09409253209628,0.982865006386085,23.6202127477814,1.17348380128454e-06,1.93448288911891e-06,"HP","protein_coding"
"ENSG00000257127",1.00581963656502,-2.97732763766023,13.0799162655287,0.000298478797110918,0.000422698681307519,"CLLU1","lncRNA"
"ENSG00000257167",2.24906219566338,1.71768118892325,381.235168528561,6.69956771885272e-85,1.44392340725108e-83,"TMPO-AS1","lncRNA"
"ENSG00000257178",2.38348724417724,-1.43003858153747,28.9630956338926,7.37703988961552e-08,1.30998873859205e-07,"AC103702.1","lncRNA"
"ENSG00000257221",1.54207292562144,-2.81882499239395,56.8784788188927,4.63591547590723e-14,1.15631114267993e-13,"AC007569.1","lncRNA"
"ENSG00000257264",2.00501103406619,-4.39614849237914,39.9456817883461,2.61124209753535e-10,5.32597271906588e-10,"AC136443.3","lncRNA"
"ENSG00000257335",1.60551634057065,2.30175652298421,41.3377304808262,1.28072818794606e-10,2.65666311877994e-10,"MGAM","protein_coding"
"ENSG00000257446",1.15953516137086,-1.16862698510578,70.7220992173752,4.1125974715795e-17,1.19654256687288e-16,"ZNF878","protein_coding"
"ENSG00000257551",-1.64273360598359,-3.26258212317895,124.925964131913,5.28294179747482e-29,2.58125700800968e-28,"HLX-AS1","lncRNA"
"ENSG00000257743",-1.45734764851449,2.08268540698243,39.0088405908434,4.21890702288401e-10,8.49574452625983e-10,"MGAM2","protein_coding"
"ENSG00000257780",1.60490898603685,-3.84166298455754,9.03302866329079,0.00265144826218698,0.00350264127016302,"GLYCAM1","transcribed_unitary_pseudogene"
"ENSG00000257815",1.02465261638323,0.893271187573279,110.700117031605,6.88339606851774e-26,2.97036814859377e-25,"PRANCR","lncRNA"
"ENSG00000257842",3.64676094369808,-2.60113151533856,26.9023077960079,2.14003194713164e-07,3.69752175824276e-07,"LINC02588","lncRNA"
"ENSG00000258227",3.88249224135987,2.61669652857671,461.544242304967,2.21737263042229e-102,6.51353210186548e-101,"CLEC5A","protein_coding"
"ENSG00000258441",-1.18973637158008,2.96059811108586,262.850592854456,4.10362568342553e-59,5.26933633674884e-58,"LINC00641","lncRNA"
"ENSG00000258479",-1.84264315613866,-2.00547261792755,159.794794302817,1.25453702724373e-36,8.18933892784098e-36,"LINC00640","lncRNA"
"ENSG00000258512",1.01897070726797,-1.87004065662746,34.0281643762596,5.43200809968871e-09,1.02945314792488e-08,"LINC00239","lncRNA"
"ENSG00000258545",-2.99089842204054,0.820481906934772,465.101060889208,3.73100184390217e-103,1.10765891880231e-101,"RHOXF1-AS1","lncRNA"
"ENSG00000258548",-3.48819315929591,-3.05717538795454,89.213994278123,3.54333544708042e-21,1.24415405752122e-20,"LINC00645","lncRNA"
"ENSG00000258551",3.86610712172929,-1.75652472304329,66.5612473433141,3.3918919342586e-16,9.44047548197975e-16,"CRAT37","lncRNA"
"ENSG00000258583",1.79675037742302,-4.26160757061702,36.1391868335404,1.83715064427178e-09,3.57549623992427e-09,"LINC01500","lncRNA"
"ENSG00000258584",-1.68713200679885,-4.2665287933389,24.6820363256855,6.7611439077853e-07,1.13334575387893e-06,"FAM181A-AS1","lncRNA"
"ENSG00000258647",1.68279826110761,0.121242614166208,66.6753886448123,3.20106799748551e-16,8.91954732727926e-16,"LINC00930","lncRNA"
"ENSG00000258689",1.82400966575372,-2.00490969376137,48.5352407472535,3.24406624437359e-12,7.36189785881406e-12,"LINC01269","lncRNA"
"ENSG00000258713",1.47356892867405,-3.7105320272788,14.0400822047636,0.000178955119757815,0.000257583913428986,"C20orf141","protein_coding"
"ENSG00000258730",3.1205437143116,-2.77691016088593,44.0512018495092,3.19897390584055e-11,6.85820906060891e-11,"ITPK1-AS1","lncRNA"
"ENSG00000258735",1.01258572835689,-2.83728240526545,29.196484365008,6.53977600488489e-08,1.16532302053026e-07,"LINC00637","lncRNA"
"ENSG00000258839",1.06235981014379,2.18812404323874,132.939852451546,9.31928757064631e-31,4.85244805300204e-30,"MC1R","protein_coding"
"ENSG00000258867",1.82385500261961,-1.9441602873026,141.385519718461,1.32508239182466e-32,7.47418509327355e-32,"LINC01146","lncRNA"
"ENSG00000258947",3.82534876926407,2.43596699275318,295.24709718613,3.57516417477376e-66,5.43943660132311e-65,"TUBB3","protein_coding"
"ENSG00000258986",3.67276360183255,0.52124729288712,57.2086281783625,3.9194789736487e-14,9.80246664713654e-14,"TMEM179","protein_coding"
"ENSG00000259023",3.08480070259382,-3.47491887583494,46.0851022869815,1.13226173563586e-11,2.48982696207187e-11,"LINC00524","lncRNA"
"ENSG00000259040",-1.16155691619907,-1.54483296602596,63.4698496834526,1.628402237874e-15,4.37673772216237e-15,"BLOC1S5-TXNDC5","protein_coding"
"ENSG00000259070",-1.02701045850062,0.828541863276212,56.5600363412464,5.45084630616614e-14,1.35524228428006e-13,"LINC00639","lncRNA"
"ENSG00000259120",2.26082143290143,-1.75054259106544,74.0072454268318,7.78308322179088e-18,2.34309366014865e-17,"SMIM6","protein_coding"
"ENSG00000259134",-1.87634755399562,-0.877916233716569,267.647202301536,3.69572311057882e-60,4.88712401842983e-59,"LINC00924","lncRNA"
"ENSG00000259224",1.23119291137849,-3.34279680525664,23.6136716747224,1.17747950798926e-06,1.94090575537316e-06,"SLC35G6","protein_coding"
"ENSG00000259248",1.04403815115629,0.886641866957832,131.938922655153,1.54294018393787e-30,7.95533922487659e-30,"USP3-AS1","lncRNA"
"ENSG00000259305",1.15426218585021,0.206797059273443,100.104049764377,1.44597555483431e-23,5.62949165609644e-23,"ZHX1-C8orf76","protein_coding"
"ENSG00000259332",1.94742143948049,-3.21375876100562,76.0884487118763,2.71239310574078e-18,8.38036235188879e-18,"ST20-MTHFS","protein_coding"
"ENSG00000259399",1.45902319195754,-2.65885894884958,77.9144737207916,1.0760004660617e-18,3.37797989546651e-18,"TGIF2-RAB5IF","protein_coding"
"ENSG00000259458",-1.32963559536184,-3.95090851913663,14.8154965158413,0.000118557275843307,0.000172868331114877,"MGC15885","lncRNA"
"ENSG00000259511",-1.59083121781935,-4.24923275271607,38.7095039165309,4.91808560984663e-10,9.86499998149512e-10,"UBE2Q2L","transcribed_unprocessed_pseudogene"
"ENSG00000259516",1.53940789609666,-3.00955557549739,66.3684656095518,3.74038408223196e-16,1.03911396558801e-15,"ANP32AP1","transcribed_processed_pseudogene"
"ENSG00000259518",3.06582295736125,-4.04601733319466,50.6063633383305,1.1287846472604e-12,2.62262591361693e-12,"LINC01583","lncRNA"
"ENSG00000259527",6.36464819802328,2.38705634922495,70.9272393757578,3.70645089695746e-17,1.07998692478571e-16,"LINC00052","lncRNA"
"ENSG00000259666",2.10922138003619,-3.26601385261383,36.3481148787307,1.65038763942101e-09,3.21811565599387e-09,"LINGO1-AS1","lncRNA"
"ENSG00000259728",-1.11982155608541,-0.213244690790021,190.729629387863,2.20328295751896e-43,1.79511420578143e-42,"LINC00933","transcribed_unprocessed_pseudogene"
"ENSG00000259736",1.03741703262114,-1.26147770782206,99.5685898194472,1.89485946028549e-23,7.3477601934132e-23,"CRTC3-AS1","lncRNA"
"ENSG00000259764",2.78467220027286,-4.11586538643935,30.8633474212108,2.76851427962392e-08,5.04388856940637e-08,"PCSK6-AS1","lncRNA"
"ENSG00000259803",1.07548216560197,-0.0123746801898132,13.6103574011197,0.000224941062027052,0.00032147387271671,"SLC22A31","protein_coding"
"ENSG00000259823",3.46101634443112,-0.0822206666515155,80.9666474463536,2.2955953829945e-19,7.45762624005792e-19,"LYPD8","protein_coding"
"ENSG00000259831",1.6344222233006,-3.25999010305484,48.249469416912,3.752997441562e-12,8.48033075737567e-12,"LINC00567","lncRNA"
"ENSG00000259954",1.97820969065041,-2.52053411344575,87.8883591431345,6.92550588234909e-21,2.39592040147604e-20,"IL21R-AS1","lncRNA"
"ENSG00000260001",2.97346798443111,-0.264626261144441,159.843470272024,1.22418850730775e-36,7.99926192128562e-36,"TGFBR3L","protein_coding"
"ENSG00000260034",2.01743799114277,-0.431750898939497,59.4759676364706,1.23796721953313e-14,3.17467139324135e-14,"LCMT1-AS2","lncRNA"
"ENSG00000260083",1.12220234064835,0.830220579529092,172.3579880189,2.26036523292167e-39,1.61733029596982e-38,"MIR762HG","lncRNA"
"ENSG00000260097",1.12584130799694,-1.03014435877199,99.2357419219152,2.24164677711023e-23,8.66838231315126e-23,"SPDYE6","protein_coding"
"ENSG00000260105",-3.37095744803104,-1.90458727750323,1173.40623499096,3.67214729376241e-257,8.95315412060446e-255,"AOC4P","transcribed_unprocessed_pseudogene"
"ENSG00000260128",-1.04832720393431,-3.95682489477715,37.0139868520671,1.17284896359973e-09,2.30725355875066e-09,"ULK4P2","transcribed_unprocessed_pseudogene"
"ENSG00000260220",5.47509835253078,-1.07874594182931,126.198209237053,2.78256166880718e-29,1.37332655238067e-28,"CCDC187","protein_coding"
"ENSG00000260238",1.07446452778887,0.12285490426144,107.948617560879,2.7583734699206e-25,1.15803001572969e-24,"PMF1-BGLAP","protein_coding"
"ENSG00000260314",-1.64369657717319,3.96534486519771,157.790882888461,3.43822427515617e-36,2.21255574024814e-35,"MRC1","protein_coding"
"ENSG00000260386",1.88808301396392,-2.2595478799372,33.7317632639067,6.32593008683862e-09,1.19387775852721e-08,"LDC1P","transcribed_unitary_pseudogene"
"ENSG00000260389",1.2933941958152,-4.00893906568781,28.8612988754396,7.77510112921807e-08,1.37954468775947e-07,"WBP11P1","transcribed_processed_pseudogene"
"ENSG00000260428",1.74424447071939,0.683055072426546,126.781515798149,2.07393554767645e-29,1.02644285352523e-28,"SCX","protein_coding"
"ENSG00000260442",2.465470938248,-0.196468857831049,247.577411697854,8.76185121149843e-56,1.04589906903474e-54,"ATP2A1-AS1","lncRNA"
"ENSG00000260549",-1.07046249183371,1.03781433637523,63.1036175404299,1.96113595615495e-15,5.25006269898467e-15,"MT1L","transcribed_unprocessed_pseudogene"
"ENSG00000260589",1.92724324854467,-0.765316127245981,209.404666411617,1.85247168075571e-47,1.71081724115246e-46,"STAM-AS1","lncRNA"
"ENSG00000260737",1.85277240704405,-4.40761056020217,23.8288381543497,1.05293086894696e-06,1.74134446318556e-06,"LINC01227","lncRNA"
"ENSG00000260852",1.58931860730722,2.59267832100107,176.680004765129,2.57244771804749e-40,1.8948486684485e-39,"FBXL19-AS1","lncRNA"
"ENSG00000260896",1.32723052794982,-2.02928880453161,35.6615212544709,2.34755382561263e-09,4.54391558683878e-09,"ARLNC1","lncRNA"
"ENSG00000260903",5.53420653558293,0.53335297597776,96.2790647220356,9.97795658404671e-23,3.74773817007185e-22,"XKR7","protein_coding"
"ENSG00000260942",1.24813973865591,1.2762124539781,199.627002989373,2.51900230272817e-45,2.18466607001836e-44,"CAPN10-DT","lncRNA"
"ENSG00000261008",1.80598932456875,-1.54852860223926,157.871898763563,3.30089519206081e-36,2.12558470522107e-35,"LINC01572","lncRNA"
"ENSG00000261024",1.68011722912341,-4.34263614048345,21.843499235966,2.9581710671084e-06,4.76340515676954e-06,"GS1-279B7.1","transcribed_processed_pseudogene"
"ENSG00000261040",3.67348401136706,1.38224609946053,187.463172032032,1.13784973727105e-42,9.06978305086712e-42,"WFDC21P","transcribed_unitary_pseudogene"
"ENSG00000261052",1.57252037317064,-3.26420761277599,75.9072374209784,2.97308364846244e-18,9.16982867856733e-18,"SULT1A3","protein_coding"
"ENSG00000261097",2.70116629522623,-3.81201466448366,43.9398808491253,3.386184797092e-11,7.25079969999775e-11,"LINC00563","lncRNA"
"ENSG00000261210",2.30951738275426,-4.3601361754438,33.025517189408,9.09572284001866e-09,1.70163124874893e-08,"CLEC19A","protein_coding"
"ENSG00000261236",1.43879361816494,5.95360073194752,192.735370647548,8.04045390195214e-44,6.66790192846839e-43,"BOP1","protein_coding"
"ENSG00000261359",2.40993605275164,-2.45902051743875,157.628191315931,3.73150029791708e-36,2.396539786331e-35,"PYCARD-AS1","lncRNA"
"ENSG00000261371",-1.5118862945137,7.66969633399563,448.330462332551,1.66515496836999e-99,4.65313003697086e-98,"PECAM1","protein_coding"
"ENSG00000261390",-1.54173244959914,-1.6831811942165,171.636256750817,3.2493871824798e-39,2.31226913514296e-38,"MAFTRR","lncRNA"
"ENSG00000261456",2.55599752199436,-0.676398584309001,214.71228129416,1.28775274108207e-48,1.22584759467085e-47,"TUBB8","protein_coding"
"ENSG00000137878",-1.13917372205775,-0.664405499282384,67.3809895850588,2.23796505851747e-16,6.28893653167891e-16,"GCOM1","protein_coding"
"ENSG00000261520",1.43436839302236,0.234525410350714,22.4830999991188,2.12000589546383e-06,3.44073181819122e-06,"DLGAP1-AS5","lncRNA"
"ENSG00000261587",2.93469567288766,-1.05339490983883,180.918202304613,3.05451498465992e-41,2.32455383440467e-40,"TMEM249","protein_coding"
"ENSG00000261594",1.14196928084419,0.412286585027119,79.2254950549022,5.54103950016522e-19,1.76453837470568e-18,"TPBGL","protein_coding"
"ENSG00000261645",-1.02677943381357,-3.56852326690556,13.4997997153831,0.000238588918014273,0.000340429908256649,"DISC1FP1","lncRNA"
"ENSG00000261652",1.150777031896,1.98401462250539,141.032880125455,1.58253183223334e-32,8.89547071691969e-32,"C15orf65","protein_coding"
"ENSG00000261664",1.02590471294372,1.24113910604087,43.3791899062526,4.50958623548157e-11,9.58581947723061e-11,"TTC39A-AS1","lncRNA"
"ENSG00000261678",3.31271148103731,-0.633845866771812,90.2395372003843,2.11003172827244e-21,7.48702362378643e-21,"SCRT1","protein_coding"
"ENSG00000261713",6.10062172361517,-1.38500214787925,59.8995928761069,9.98220985793064e-15,2.57033667694967e-14,"SSTR5-AS1","lncRNA"
"ENSG00000261742",5.42416234989115,0.0231101588079191,499.179164488835,1.43406165949606e-110,4.83933783191533e-109,"LINC00922","lncRNA"
"ENSG00000261787",3.09241345872378,-1.77119498475569,47.1930993515109,6.43265151005379e-12,1.43413523570829e-11,"TCF24","protein_coding"
"ENSG00000261794",-1.17998281209669,-2.10758122492461,131.706772238608,1.73434995094983e-30,8.92101682312141e-30,"GOLGA8H","protein_coding"
"ENSG00000261949",3.96353958452569,-2.36054763046967,43.7736813850023,3.68628973250942e-11,7.87698085370247e-11,"GFY","protein_coding"
"ENSG00000262074",2.97320465447957,-2.71826922143505,24.1019915341277,9.13657567952988e-07,1.51705889698843e-06,"SNORD3B-2","snoRNA"
"ENSG00000262117",6.34055407461704,-0.895440242082538,74.9422413373622,4.84688154022717e-18,1.47561769941044e-17,"BCAR4","lncRNA"
"ENSG00000262406",2.95101583775263,3.26516829624517,94.9798451437173,1.92333553599133e-22,7.12529147758993e-22,"MMP12","protein_coding"
"ENSG00000262468",1.49076404769764,2.20523666711856,211.061103909097,8.06056942236019e-48,7.50818560568937e-47,"LINC01569","lncRNA"
"ENSG00000262814",1.03570786595771,4.54953823192334,114.829858674187,8.57477226388157e-27,3.8386718615334e-26,"MRPL12","protein_coding"
"ENSG00000262874",1.98165466813579,-2.35738592423934,99.8845220594781,1.61546823040521e-23,6.27433449503258e-23,"C19orf84","protein_coding"
"ENSG00000263006",2.26600377617022,1.97406860831327,168.036850695992,1.9858760445402e-38,1.37453911457617e-37,"ROCK1P1","transcribed_unprocessed_pseudogene"
"ENSG00000263353",1.68156613174453,-4.15071534264709,41.7018556919604,1.06308038975698e-10,2.21437238383276e-10,"PPIAL4A","protein_coding"
"ENSG00000263400",-1.78731108333103,-0.571471991478611,462.868564084182,1.14194806042074e-102,3.35953196357564e-101,"TMEM220-AS1","lncRNA"
"ENSG00000263413",1.67920019278627,-3.59408534394677,14.64466331371,0.000129801651601448,0.000188755775328878,"MIR4538","miRNA"
"ENSG00000263464",1.18745372732888,-4.43036877991606,15.9830168689316,6.39132688081833e-05,9.47862156404816e-05,"PPIAL4C","protein_coding"
"ENSG00000263513",3.79362579163287,-1.46621804903545,227.06257094033,2.60594012942789e-51,2.71812097457171e-50,"FAM72C","protein_coding"
"ENSG00000263527",3.39937901554903,-2.87098803018508,61.382067047085,4.70072556143498e-15,1.23435180500524e-14,"MIR4526","miRNA"
"ENSG00000263528",1.19355957336926,4.31421089967415,201.545925437718,9.60467549731143e-46,8.43110691156884e-45,"IKBKE","protein_coding"
"ENSG00000263586",-1.92927027276053,-1.83732270944706,363.677129213186,4.45564708208966e-81,8.86810166695499e-80,"HID1-AS1","lncRNA"
"ENSG00000263627",1.15265305341124,-2.72479214200068,43.7433861872469,3.74379557166354e-11,7.99723279216924e-11,"PPP4R1-AS1","lncRNA"
"ENSG00000263639",4.66166198765761,4.53203955718799,113.361678862336,1.79796447217482e-26,7.94861673385537e-26,"MSMB","protein_coding"
"ENSG00000263641",1.2405917491247,-4.50373725057407,14.0244864268132,0.00018044544951044,0.000259671572428887,"MIR4777","miRNA"
"ENSG00000263681",1.11746454099671,-4.35201497546972,9.9046054651393,0.00164865669322748,0.00221071420331376,"MIR3197","miRNA"
"ENSG00000263712",1.02045830861009,-4.15628108274958,16.192114132913,5.72318692754604e-05,8.51948111285855e-05,"MIR4639","miRNA"
"ENSG00000263724",3.9930201196132,-3.44362076335284,32.7520330387557,1.04696743908963e-08,1.95062564709554e-08,"DLGAP1-AS3","lncRNA"
"ENSG00000263742",2.56579289555343,-4.01432912161147,45.7476953062474,1.34507512884614e-11,2.9438611297289e-11,"MIR3165","miRNA"
"ENSG00000263834",1.25237185602548,-2.75475763018759,44.2153185063564,2.94170245814913e-11,6.32054488281546e-11,"MIR4635","miRNA"
"ENSG00000263849",1.77998188147677,-4.42857717498299,29.1051690806942,6.85538324112576e-08,1.22035456893454e-07,"MIR4744","miRNA"
"ENSG00000263874",1.14952995224523,-0.0405453885100005,73.8910120996643,8.2551329221917e-18,2.4836706408661e-17,"LINC00672","protein_coding"
"ENSG00000263961",1.86357000478818,2.20756081945645,56.644908690788,5.22058465201895e-14,1.2996490572767e-13,"RHEX","protein_coding"
"ENSG00000264010",1.58658796327458,-4.02510683068898,18.5970532630458,1.61469948020035e-05,2.48812714183187e-05,"MIR4429","miRNA"
"ENSG00000264175",2.7828898600041,-3.23958776129647,56.9149890800506,4.55064105314325e-14,1.13562248901688e-13,"MIR3189","miRNA"
"ENSG00000264229",1.52344241963736,-2.40308717171968,20.3300778619273,6.51680648644861e-06,1.02939998799952e-05,"RNU4ATAC","snRNA"
"ENSG00000264301",1.67019142896198,-4.00826240162458,10.0020134871979,0.00156369166740777,0.00209966996921304,"LINC01444","lncRNA"
"ENSG00000264370",1.38836512688257,-2.99150149221378,16.9230399990277,3.89262321727172e-05,5.85665040519014e-05,"MIR3125","miRNA"
"ENSG00000264425",3.71178086552547,-1.48627121825228,299.333400560265,4.60258126959314e-67,7.11921868861334e-66,"MIR4653","miRNA"
"ENSG00000264448",1.6052411982367,-3.03398154225285,58.9830114991205,1.59039157029331e-14,4.05784137949719e-14,"MIR378D2HG","lncRNA"
"ENSG00000264707",1.44548949078191,-0.551117511340234,149.269747444705,2.50367571620328e-34,1.5081591984109e-33,"L3MBTL4-AS1","lncRNA"
"ENSG00000264781",1.25674436146987,-3.76223705514273,9.22772362399621,0.00238377829009588,0.0031584536069778,"MIR4537","miRNA"
"ENSG00000264864",1.71868113911807,-4.28907561778777,28.8037125598464,8.00974282887165e-08,1.42001485072843e-07,"MIR3613","miRNA"
"ENSG00000264984",3.55545370108335,-3.47481020488112,46.6200437275186,8.61742940249188e-12,1.90678344294503e-11,"MIR5691","miRNA"
"ENSG00000265060",4.06455059019827,-3.5495948575322,62.6219755348932,2.50443362732246e-15,6.67062377453565e-15,"PPY2P","transcribed_unprocessed_pseudogene"
"ENSG00000265096",-1.41570754423564,-3.29783473988248,38.7177486665637,4.8973556328693e-10,9.82645012026701e-10,"C1QTNF1-AS1","lncRNA"
"ENSG00000265102",1.21899407648412,-3.37584801873959,37.8667188198879,7.57464580260635e-10,1.50574262515121e-09,"MIR3942","miRNA"
"ENSG00000265112",4.00394319476705,-3.36722751552302,192.574101967266,8.71925836232265e-44,7.20937407194164e-43,"MIR3153","miRNA"
"ENSG00000265142",-2.64126940843259,-1.14814345139013,127.464337025866,1.47019114253827e-29,7.31346040173651e-29,"MIR133A1HG","lncRNA"
"ENSG00000265144",1.86481708040869,-4.43668689276201,35.2821808351069,2.85229844666927e-09,5.49580966139328e-09,"MIR548AM","miRNA"
"ENSG00000265154",2.41180446585891,-4.02816053695694,26.3090389936498,2.90923899341115e-07,4.98372620467983e-07,"MIR151B","miRNA"
"ENSG00000265176",1.36527336062498,-4.22837782221525,21.1233928005302,4.30638964317032e-06,6.86523191378737e-06,"MIR3202-1","miRNA"
"ENSG00000265178",2.06721058321539,-2.89297597150446,43.7502268060296,3.73073283513698e-11,7.97107503005224e-11,"MIR4728","miRNA"
"ENSG00000265185",3.61161847589638,-2.28576777056524,34.9242807607205,3.42779446841674e-09,6.57932799709393e-09,"SNORD3B-1","snoRNA"
"ENSG00000265201",1.4501509742205,-4.05569778380615,32.7460576223557,1.05019083947031e-08,1.95644434802945e-08,"MIR4677","miRNA"
